Duration (in seconds),"I confirm:   1. That I am aged 18 or over  2. That I live in the UK   3. That I smoke at least weekly and have smoked at least 100 cigarettes in my lifetime   4. That I consent to the procedures as documented in the previous information page. That I have been given information explaining the study and had an opportunity to ask questions (via email).  If I asked a question I was given a satisfactory answer.    I understand that:   1. My participation in the study is voluntary, and that I am free to withdraw at any time, by closing the study webpage.   2. If I choose to withdraw from the study before the end then my data will not be collected or used and I will not be reimbursed for my time.  3. I understand that on completion of the study my data will be anonymised via a unique identification number, and therefore I will be unable to revoke my data once I have completed the study.  4. I understand that the data I provide will be kept anonymous and confidential.  5. I understand that the data I provide will be made â€˜open dataâ€™. This means the anonymised study data will be publicly available and may be used for purposes not related to this study.   6. I understand that at the end of the study, all (anonymised) data will be transferred to a designated University of Bristol Research Data Storage Facility for long-term archiving. Study data will be kept for a minimum of 15 years.",Cigarette butts are the most common form of plastic litter in the world. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Cigarette butts leak toxins that contaminate water and harm marine life and the environment - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Cigarette butts make up 19-38% of the litter collected on beaches worldwide each year. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"While flicking a cigarette down the drain may not seem harmful, this has a direct and often drastic impact on wildlife. Cigarette filters have been found in the stomachs of dead fish, birds, whales who mistake them for food. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cigarette filters are made of a very fine, fibrous plastic called cellulose acetate which can take up to 12 years to degrade when in the environment. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Personal ashtrays fit in your pocket. Do you know you can get a free personal ashtray by contacting Environmental Health? - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Did you know that In Bristol, you can be fined  Â£100 if caught on dropping cigarette butts on the street? Better wait until you find a bin! - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cigarette filters left in the environment contaminates water and may affect drinking water quality, and its propagation in the food chain could pose a threat to human health. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Studies suggest that tobacco product waste clean-up creates significant costs for city councils. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cigarette butts form the largest single type of litter picked up by public authorities, whether from the streets, watercourses or beaches. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"More than 4,500 chemicals are found in cigarettes. Many of these can enter the environment from the tobacco remnants of a cigarette butt or filter. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Once a cigarette butt lands in a drain, ditch or the sea, it starts to leach out harmful chemicals to form a toxic mix called a â€œleachateâ€. This contaminates water and kills wildlife. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"More than 4 in 10 flicked cigarette butts end up on beaches, in forests, rivers and the sea. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"A single filter can contaminate hundreds of litres of water because of the chemical substances it contains, and can take more than a decade to decompose. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cigarette butts are the worldâ€™s most common form of litter, with an estimated 4.5 trillion thrown away every year. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Dispose of your cigarette butts responsibly, use a bin or a pocket ashtray. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"12 weeks after quitting smoking, your lungs regain the ability to clean themselves. 10 years after quitting smoking, your risk of lung cancer falls to half that of a smoker. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"1 hour after quitting smoking, your heart rate and blood pressure drop. In 2-3 weeks, your blood circulation and lung function improve. After 1 year, your risk of heart disease is halved. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"12 weeks after quitting smoking, your lungs regain the ability to clean themselves. 10 years after quitting smoking, your risk of lung cancer falls to half that of a smoker. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"5 days after quitting, most of the nicotine is out of your body. In 1 week, your sense of taste and smell improve. Within 6 weeks, physical activity will become easier. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"After 8 hours without smoking, your blood oxygen levels return to normal. After 48 hours, there is no nicotine in your body and your ability to taste and smell is improved. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Although many people feel that smoking helps relieve stress, research shows that stress usually goes down after quitting smoking. Expect to feel more relaxed once you've quit. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Are you worried you could gain weight when you stop smoking? Research shows that most people don't put on weight when they quit. The best advice is to keep active and eat a healthy diet. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"By quitting smoking you'll also improve the health of people around you, by decreasing the amount of harmful smoke they breathe in. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Ex-smokers look better because their skin gets more nutrients and oxygen from improved circulation. Smoking ages your skin and can make you look 10-20 years older than you should. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"If you smoke a pack a day, quitting will save you Â£264 a month. To celebrate being smoke-free, why not use that money to treat yourself or those close to you? - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"If you smoke a pack a day, quitting will save you Â£65 a week. That's Â£264 a month, or Â£3,172 a year. How would you use that extra cash? - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Just 6 hours after quitting smoking, your blood pressure and heart rate decreases. In only 12 months, your risk of heart disease is halved. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Quitting smoking also means you'll be protecting the health of your friends and family. By stopping them breathing in secondhand smoke, you decrease their risk of getting lung cancer and heart disease. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Quitting smoking improves the fertility rates for both men and women and improves your chances of having a healthy pregnancy and baby. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Quitting smoking reduces your blood pressure and heart rate. 5 years after quitting, your risk of a stroke is halved. After 15 years, your risk of heart attack is the same as a non-smoker's. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Research with hundreds of thousands of people shows that ex-smokers' children are less likely to suffer from bronchitis, pneumonia, asthma attacks, meningitis and ear infections. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Research with hundreds of thousands of people shows that quitting smoking will extend your life by six hours for every single day you are an ex-smoker. - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Research with hundreds of thousands of smokers show shows that after 10 years of quitting smoking, your risk of lung cancer falls to half that of a smoker. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Research with hundreds of thousands of smokers shows that 5 years after quitting smoking, your risk of stroke will fall to that of a non-smoker. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Research with hundreds of thousands of smokers shows that quitting can add 10 healthy years onto your life. What would you do with that extra time? - This message motivates me to want to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Within 3 weeks of being smoke-free, your lung capacity and circulation improve - this helps oxygen get to your vital organs and makes all physical activity, including walking and running, much easier. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Within 48 hours of being smoke-free, carbon monoxide is eliminated from your body and your lungs start to clear out mucus and other smoking debris. Within 12 weeks of being smoke-free, your lungs regain the ability to clean themselves. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Your heart is one of the most important parts of your body. By going smoke-free you can help it get stronger. One year after quitting, your risk of heart disease is halved. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"The tiny smoke particles you breathe in when you smoke increase the risk of your blood clotting. This means that as soon as you stop smoking, you cut your risk of a heart attack. - This message motivates me to want to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cravings tend to fade after the first few weeks of quitting. When you get a craving, try doing physical activity, like going for a walk, it has been found to reduce both cravings and stress. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Do you want to quit, but are worried about using an e-cigarette? Research shows that switching to e-cigarettes significantly reduces your bodyâ€™s exposure to the harmful toxins and carcinogens found in tobacco smoke. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,E-cigarettes can help you quit smoking by satisfying your nicotine cravings without all the harmful chemicals in tobacco. Research by Public Health England shows they are at least 95% less harmful than cigarettes. - This message would be helpful if I wanted to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"If you take a step back and start smoking again, donâ€™t give up, for some people it can take a few attempts to quit for good. There are lots of ways to quit smoking and success comes from finding the way thatâ€™s right for you. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Nicotine replacement therapies and prescription stop smoking tablets make you up to three times more likely to successfully stop smoking. Talk to your GP about the best options for you. - This message would be helpful if I wanted to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Nicotine replacement therapy, like gum or patches, can double your chances of successfully stopping smoking compared to going 'cold turkey'. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Prepare for the day you quit smoking. Choose a day that's unlikely to be stressful and make sure you don't have any cigarettes or lighters on you. Avoid places where people around you might be smoking. - This message would be helpful if I wanted to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Smoking is a ritual that you associate with certain routines. If you break the routine, it can help you break the habit. So if you used to have a cigarette with your morning coffee, try a tea instead. Why not replace your cigarette break with a smokefree walk? - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cravings tend to fade after the first few weeks of quitting. When you get a craving, try doing physi - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Stop smoking aids such as Champix, nicotine replacement therapies and e-cigarettes can help you manage nicotine cravings and make you much more likely to successfully quit. Your GP or pharmacist can give you more information. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,We know that e-cigarettes are at least 95% less harmful than cigarettes. Visit a specialist vape shop for advice and make the switch today. - This message would be helpful if I wanted to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,We now know that e-cigarettes are much less harmful than cigarettes. Using an e-cigarette makes you four times more likely to successfully quit compared with using willpower alone. - This message would be helpful if I wanted to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"When quitting smoking, having support from those who are close to you can make all the difference. Ensure they know what you're doing and how they can help you. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"When you quit smoking be sure you have a clear action plan. When will you quit? Will you use quit smoking medication such as nicotine replacement therapy, Champix or an e-cigarette? What will you do if you're tempted to smoke? Write your plan out, make the goals visible. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Write down your reasons for stopping smoking. Is it for your health, your wealth or your family? Do you want to look and feel better? Do you want fresher skin and breath? Keep your list handy - it will help you stay motivated. - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,"Cravings tend to fade after the first few weeks of quitting. When you get a craving, try doing ph... - This message would be helpful if I wanted to quit smoking",We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Research shows that e-cigarettes are one of the most effective way to stop smoking and they're much less harmful than cigarettes. Why not give them a try? - This message would be helpful if I wanted to quit smoking,We really value your opinion on these messages. Please use the space below to write any further comments about the message above.,Say how much you agree or disagree with the following statements: - Quitting smoking would lower my chances of getting cancer.,Say how much you agree or disagree with the following statements: - Quitting smoking would lower my chances of getting heart disease.,Say how much you agree or disagree with the following statements: - Quitting smoking would lower my chances of getting a permanent breathing problem.,Say how much you agree or disagree with the following statements: - Quitting smoking means I reduce my chance of serious illness.,Say how much you agree or disagree with the following statements: - I could easily cut down the number of cigarettes I smoke.,Say how much you agree or disagree with the following statements: - I see myself as being capable of quitting smoking in the next 2 months if I wanted to.,"Say how much you agree or disagree with the following statements: - If I decided to give up smoking completely in the next 6 months, Iâ€™m sure that I would succeed.",Click the option that sounds most like you.,How old are you? (in years),What is your sex? - Selected Choice,What is your sex? - Other (please specify) - Text,Where do you currently live? - Selected Choice,Where do you currently live? - Other (please specify) - Text,What is the highest level of education you have obtained?,Are you currently a university student?,What course are you enrolled in?,Have you smoked at least 100 cigarettes in your lifetime?,Please select the option which most accurately represents your smoking behaviour.,This is an attention check question. Please answer 'Quite a lot'.,How often do you smoke?,Approximately how many cigarettes do you smoke each day?,Approximately how many cigarettes do you smoke each week?,How soon after you wake up do you smoke your first cigarette?,Have you ever considered quitting smoking before?,Have you ever tried to quit smoking before?,Do you have any final questions or comments about the messages you saw in the survey?,Please enter your Prolific ID below,
368,1,0,Interesting information..,10,1 person won't make a difference,,,,,,,,,,,,,0,Not interested in government spending ,,,,,,,10,1 person won't make a difference,1,1 person won't make a difference,,,0,I do that already,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,33,50,66,9,28,1,,1,,5,2,,1,1,3,1,10,,2,1,2,no,56ea3053f20ef3000c946e75,
420,1,1,This is a good point as I didn't realise there was plastic in cigarette butts.,,,,,,,,,,,,,,,,,,,,,1,I don't believe they are that harmful to wildlife.,1,More about environmental impact than giving up smoking. I think if someone wants to smoke then they wouldn't be too bothered about the damage they cause to the environment.,,,1,Most smokers wouldn't be too bothered about this as they don't throw that many away each.,1,This message is basically telling you not to litter with your cigarette butts. As such I don't think it would have any impact at all on motivating someone to quit smoking.,31,This would have more of an impact on me as I would like to be able to breathe better. Not sure if it would be the clincher to giving up though.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,19,18,62,62,77,4,47,1,,1,,6,2,,1,1,3,1,10,,2,1,1,,5afcbf18fabc8900018854d9,
455,1,2,This aspect of smoking has not been something that I have thought about previously. I have always made an effort not to litter bu the idea of them being a form of plastic litter is a new one to me and at this point is not important to me and my smoking habit,3,As my previous reply this aspect of smoking has not been one that I have thought about previously,,,,,,,,,,,,,,,2,See previous replies ,2,As before,,,2,I don't flick my butts so this message has no relevance to me,,,,,1,I do dispose of my butts responsibly so feel that this message is not one that resonated with me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,88,89,21,27,32,8,60,2,,1,,4,2,,1,2,3,1,15,,2,1,1,,597e14ea1fc28a0001918916,
286,1,,,10,n/a,,,,,9,n/a,1,"It would make no difference to me as a smoker, it encourages smoking",1,I don't throw cigarettes on the ground anyway,,,,,,,,,,,1,I don't throw my cigarette butts on the ground - doesn't feel relevant,,,,,1,Doesn't seem to be focused on quitting smoking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,8,31,1,,1,,4,1,1,1,2,3,1,2,,4,2,2,n/a,5c1041a209e7c20001f1f128,
466,1,,,,,,,,,,,18,This offer would not attract me as an individual ,35,I do use the bin to avoid being fined ,,,1,I know itâ€™s expensive to clear away litter but people need to learn to use the bin which is what I do.,2,I knew cigarettes littering is very common and is no surprise that this is the highest type of litter found in the streets etc,12,This would not affect me as I have a habit of smoking and a lot of people smoke so I donâ€™t worry about the environment.,,,,,,,,,1,I do this already therefore would not convince me to stop smoking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,69,88,88,53,45,31,3,24,1,,1,,4,2,,1,2,3,1,8,,3,1,1,Good survey ,582468295f4d1c0001c7c467,
364,1,1,I smoke roll ups,,,,,1,It does make me feel bad although all my ends go into my bin,,,1,Giving me an ashtray is in no way making me want to stop or encouraging me,,,,,,,,,,,,,1,Doesn't sound true,,,2,Is that more than nail clippings?,2,I only smoke at home so I clean them anyway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,56,97,97,17,1,14,5,38,2,,1,,4,2,,1,1,3,1,44,,1,1,1,,57efd8681ccf26000155d464,
782,1,,,19,"Rather than make me quit, I would be asking tobacco companies to find a solution to this issue",,,,,,,11,"This doesn't motivate me to quit,it is just a helpful message",,,,,,,,,,,,,13,There should be harsher penalties for those caught acting irresponsble,21,"Again I understand the environmental issue, but it doesn't motivate me massively as there are so many other environmental issues,which I generally do help with",20,"I do understand the litter issue, but I'm usually responsible and don't feel it commit to this problem. Chewing Gum is almost as bad in my opinion and is so hard to clean up, so feel this aims to demonise smokers.",10,"I always dispose of cigarettes in the correct manner, so not massively motivational, although it does remind me that it isn't the cleanest of habits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,70,69,45,48,80,79,4,46,1,,1,,5,2,,1,2,3,1,15,,4,1,1,,5be2012f7227be0001e965ac,
336,1,,,29,No comments same as before ,50,This actually really annoys me! I would love people not to ruin the beaches ,,,,,,,,,,,,,,,30,Doesnâ€™t make me want to stop smoking ,10,Doesnâ€™t make me want to stop smoking however I will be more careful in future if I throw a cigarette ,,,,,20,Doesnâ€™t really make me want to stop smoking. I think that measures need to be put in place to dispose of them. ,10,Doesnâ€™t make me want to stop smoking but I dispose properly anyway ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,35,35,35,65,65,65,6,29,2,,1,,7,1,2,1,2,3,1,20,,1,1,1,,54f5b877fdf99b2e7b8fe610,
421,1,,,30,This might tug on the heart strings of people and make them consider quitting,10,I personally clean up my butts and this wouldnâ€™t make me change anything I already do.,,,,,20,It would just make me consider getting a personal ashtray ,,,,,,,20,"Again, I clean up my own butts and rarely litter in general. It is unlikely to affect my actions.",,,,,,,40,This is more like to make me quit as it gives a better view of the amount of impact I have as a smoker to the wider environment,,,10,A good number of the smokers I know already do this. It wouldnâ€™t make me want to quit though.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,5,0,0,3,19,3,Trans man,1,,5,2,,1,1,3,1,10,,3,1,1,,5c5cba494fde3d0001472b68,
733,1,,,,,50,I am surprised the figure is so high,,,,,,,50,As long as there are adequate provisions of bins and ashtrays there is no reason to drop them on the streets,30,the majority of cigarette filters never make it as far as the water so the risk posed to water quality is minimal,30,it motivates me to put butts in a bin,,,,,40,if this is true why has it never been publicised,,,,,,,10,it encourages me to make sure I tidy up but not to quit smoking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,79,80,29,14,4,5,39,2,,1,,6,2,,1,2,3,1,20,,1,1,1,,5b19d0d93522660001b40a21,
1448,1,6,I DONT THINK THATS TRUE ,,,,,,,5,DOESNT REALLY WANT TO  MAKE ME WANNA GIE UP JUST COS THE FILTERS TAKE 12 YEARS DEGRADE,,,,,7,NOT SURE,11,CAN GET FINED NOW FOR DROPPING FAG BUTTS SO NOT AS MANY PEOPLE WILL DO IT ,,,,,,,,,,,,,10,I ALWAYS DO ANYWAY ,50,THINGS LIKE THIS COULD MAKE ME GIVE UP A LOT MORE THAN HOW LONG A FILTER TAKES TO DEGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,69,71,72,40,55,50,5,43,2,,1,,6,2,,1,3,3,1,15,,3,1,2,,5b708822c555dd0001c493b7,
428,1,59,"I would like to be more eco friendly , i never really thought about pollution from the actual cigarette ends ",,,,,,,,,8,I wasn't aware you could do this,60,"I would definitely be more careful, i dont really like throwing them on the street but i thought they just decomposed  ",,,,,,,,,20,it doesn't stop me because i would just be more careful with how i expose of it ,,,70,I wouldnt think that it would contaminate much water so it would make me think twice about how i dispose of them ,,,11,"it does not sound negative, ti does not change my motivation really ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,96,95,88,81,98,45,4,21,1,,1,,4,1,1,1,1,3,1,5,,3,1,2,,5c4602713d08e80001369876,
417,1,30,How are they plastic?,,,,,,,,,21,I had no idea about this,,,,,,,16,Yes well there are a lot of smokers,,,,,,,,,26,Makes sense,13,That is a good idea,90,I had no idea this was the case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,64,67,64,85,67,74,5,42,1,,1,,6,2,,1,2,3,1,12,,2,1,1,no,5b7f4108db11320001c4b0c1,
289,1,,,,,52,Shows the real harm that smoking on beaches does ,,,,,,,,,30,There is no definite in the message so definitely doesnâ€™t give any motivation to quit ,,,,,60,The amount of chemicals seems ridiculously high ,,,,,,,18,Itâ€™s a habit so wonâ€™t be easily stopped. ,19,Itâ€™s just a statement. No push in it. ,81,Itâ€™s good that you can get some health back after quitting ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,75,47,88,75,95,91,8,24,2,,1,,5,2,,1,2,3,1,10,,2,1,2,,5afd421f7d6f3a000197443b,
419,1,,,14,"dont want to harm marine life, but dont think it makes a difference",,,,,,,,,,,,,,,,,15,health is the least of my worries - i am past the 'good health' scenario and must accept what my life long smoking has done to me,,,14,i dont personally flick my butts,19,"an exaggerated 'fact', which i dont believe",16,everyone needs to have attention on how they dispose of butts,19,i dispose of my butts responsibly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,69,65,16,8,8,1,56,1,,1,,4,2,,1,2,3,1,40,,1,2,2,,5b93f66c191b3c000165276c,
1184,1,,,95,Environmental issues are a huge concern.,95,Environmental issues are a serious concern.,,,90,Environmental issues are a serious concern.,25,A free ashtray wouldn't make me want to quit.,,,,,70,This is a persuasive argument because it shows how smoking affects others.,,,,,,,,,,,,,20,Has no bearing on wanting to quit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,20,5,20,5,26,2,,1,,4,1,1,1,1,3,1,10,,4,1,1,N/A,5bc4c4933b998700018142cd,
256,1,,,,,,,77,This is quite emotional to read and it shows how your actions are affecting animals which makes me want to quit,56,This is a hard hitting fact which makes me feel bad about smoking and dropping the butt but it doesn't make me really active in wanting to quit,21,This just encourages me to smoke more because it makes life easier for me.,31,This doesn't make me want to quit it just makes me remember not to drop a butt on the floor.,,,,,49,"This makes me feel bad about the environment but it doesn't necessarily make me think, ""I will quit smoking now.""",,,,,,,,,,,22,This doesn't make me want to quit at all.. This has nothing to do with my own health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,66,63,79,54,64,65,4,22,2,,1,,4,1,2,1,2,3,2,,10,3,1,2,no thank you,5a799309f49c9a0001f31396,
610,1,,,40,That is nasty but I don't smoke cigarettes with filters,,,,,,,,,,,,,20,I get rid of my tobacco waste responsibly,,,,,,,,,20,"Not as bad plastic which takes much longer, also I smoke rollups without a filter",20,It may be true but doesn't put me off smoking. I bin my butts. ,30,good idea but not motivational to stop,40,It is a good reason to stop but while my health is ok I'll carry on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,79,48,21,62,4,53,2,,3,,5,2,,1,1,3,1,15,,2,1,2,,5be059664c397b0001ec2db2,
458,1,,,40,"Again, makes me think about the damaging chemicals in cigarettes and their effect on me and other animals. ",,,,,,,,,,,,,35,"I hate to think of myself as a burden on society, but itâ€™s a good point - all those cigarette butts have to get cleaned up. ",65,"I hadnâ€™t realised that cigarette butts were such a massive pollutant, but it stands to reason. They should make them from degradable material. ",,,40,Makes me think about the harmful effects on myself as well as on wildlife. ,60,Horrible to think of cigarette butts adding to all the plastic waste on our beaches. ,,,,,30,I generally use a bin. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,70,70,53,41,71,6,40,1,,1,,4,2,,1,2,3,1,10,,4,1,1,Food for thought. Were the messages about pollution factually accurate?,5c0822f550d77a000164d7ce,
481,1,,,30,Fine,,,,,30,Maybe,,,31,That's nice,30,"I agree that the first part is likely, but would like to know the evidence for the second bit. Also., and this is a bit picky, it should be ""contaminate"" rather than ""contaminates""...",,,,,,,,,30,References?,,,,,30,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,2,53,2,,4,,4,2,,1,2,3,1,15,,2,2,2,No,5b8eb023b1e3d30001466da4,
